Distance_(µm),Gray_Value
680.842,18.2503
681.271,18.194
681.701,17.6436
682.131,17.0026
682.56,16.8545
682.99,16.8644
683.419,17
683.849,17
684.278,17
684.708,17.0245
685.137,17
685.567,17
685.997,17.0007
686.426,17.183
686.856,17.6017
687.285,17.9743
687.715,17.8433
688.144,17.6753
688.574,17.9402
689.003,18
689.433,18
689.863,18
690.292,18
690.722,18
691.151,17.9766
691.581,18.2894
692.01,18.6942
692.44,19.0482
692.869,19.5086
693.299,20.1636
693.729,20.7001
694.158,20.7864
694.588,20.4693
695.017,20.0202
695.447,19.939
695.876,20.0012
696.306,20.2852
696.735,19.4224
697.165,19.0517
697.594,18.7312
698.024,18.5853
698.454,19.0037
698.883,19.8711
699.313,20.7282
699.742,20.6667
700.172,20.4464
700.601,20.6485
701.031,20.3873
701.461,20.1102
701.89,20.0781
702.32,20.516
702.749,21.2577
703.179,21.7251
703.608,21.7773
704.038,21.1147
704.467,20.2438
704.897,19.7609
705.326,20.3366
705.756,20.6562
706.186,20.503
706.615,19.8479
707.045,19.0684
707.474,18.7603
707.904,18.6667
708.333,18.6667
708.763,18.9213
709.192,19.6001
709.622,19.7805
710.052,19.4526
710.481,19.1178
710.911,18.876
711.34,18.6688
711.77,18.8226
712.199,18.9886
712.629,19.1487
713.058,19.274
713.488,19.6642
713.918,20.1008
714.347,19.9645
714.777,20.1044
715.206,20.3099
715.636,20.3648
716.065,20.3141
716.495,20.1157
716.924,20.1546
717.354,20.1955
717.784,20.0013
718.213,19.4559
718.643,19.2662
719.072,19.3505
719.502,18.9691
719.931,18.7175
720.361,18.9416
720.79,18.9248
721.22,18.7829
721.649,18.4506
722.079,17.8624
722.509,17.7555
722.938,17.6607
723.368,17.559
723.797,17.3333
724.227,17.3333
724.656,17.3333
725.086,17.0482
725.515,16.6951
725.945,16.6637
726.375,16.6667
726.804,16.6667
727.234,16.7745
727.663,16.9732
728.093,17.0077
728.522,16.7493
728.952,16.8038
729.381,17.114
729.811,17.3349
730.241,17.3333
730.67,17.2732
731.1,16.9969
731.529,16.8045
731.959,16.63
732.388,16.5674
732.818,16.7386
733.247,16.8048
733.677,16.8236
734.107,16.6667
734.536,16.6667
734.966,16.9193
735.395,17.1571
735.825,17.5109
736.254,18.0204
736.684,18.2854
737.113,18.3333
737.543,18.2004
737.973,18.0804
738.402,18.3922
738.832,18.9276
739.261,19.4575
739.691,19.6568
740.12,19.5947
740.55,19.3297
740.979,19.0647
741.409,18.7521
741.839,18.5394
742.268,18.2062
742.698,18.3875
743.127,18.651
743.557,18.783
743.986,18.7901
744.416,18.8861
744.845,19.2382
745.275,19.0594
745.704,18.857
746.134,18.6546
746.564,18.4523
746.993,18.1665
747.423,18.4226
747.852,18.5932
748.282,18.6352
748.711,18.1635
749.141,17.5928
749.57,17.5789
750,17.6667
