Distance_(µm),Gray_Value
676.117,13.912
676.546,13.3616
676.976,13.5005
677.406,14.2382
677.835,13.9954
678.265,13.7427
678.694,14.1474
679.124,14.3333
679.553,14.4626
679.983,15.2974
680.412,15.0804
680.842,14.9585
681.271,14.8979
681.701,14.6339
682.131,14.4078
682.56,14.1646
682.99,14.4261
683.419,15.2159
683.849,16.0614
684.278,17.7812
684.708,19.1092
685.137,19.5467
685.567,18.8471
685.997,17.5545
686.426,16.0071
686.856,14.8791
687.285,14.2536
687.715,13.961
688.144,13.998
688.574,14.0309
689.003,13.5695
689.433,13.6409
689.863,14.3372
690.292,14.7041
690.722,15.0233
691.151,15.5711
691.581,16.3875
692.01,16.574
692.44,15.8186
692.869,14.4164
693.299,13.759
693.729,13.6667
694.158,13.8072
694.588,13.8089
695.017,13.7491
695.447,13.3676
695.876,12.7789
696.306,12.3333
696.735,12.3443
697.165,12.3333
697.594,12.6968
698.024,13.3604
698.454,13.7199
698.883,13.5701
699.313,13.908
699.742,14.3091
700.172,14.0995
700.601,13.7889
701.031,14.484
701.461,15.9422
701.89,16.7464
702.32,17.0014
702.749,17.6955
703.179,17.9341
703.608,17.4008
704.038,16.5488
704.467,15.2558
704.897,13.7923
705.326,13.3492
705.756,13.6642
706.186,13.5534
706.615,13.3197
707.045,13.383
707.474,13.1057
707.904,12.9366
708.333,12.5134
708.763,12.4292
709.192,12.4473
709.622,12.3333
710.052,12.3333
710.481,12.3333
710.911,12.5159
711.34,13.1808
711.77,13.3958
712.199,13.0078
712.629,13.1659
713.058,13.3333
713.488,13.3333
713.918,13.3333
714.347,13.3333
714.777,13.3333
715.206,13.4299
715.636,13.3634
716.065,13.173
716.495,13.382
716.924,13.6081
717.354,13.6744
717.784,13.3931
718.213,13.0756
718.643,12.887
719.072,12.9124
719.502,12.9538
719.931,13.3343
720.361,13.405
720.79,13.2178
721.22,13.354
721.649,13.6775
722.079,13.9192
722.509,13.7036
722.938,13.737
723.368,14.3715
723.797,15.6285
724.227,17.1652
724.656,17.4247
725.086,16.5627
725.515,15.5353
725.945,15.0118
726.375,14.3887
726.804,13.372
727.234,12.6728
727.663,12.6667
728.093,12.6744
728.522,13.156
728.952,13.5157
729.381,13.547
729.811,13.3871
730.241,13.6439
730.67,13.7104
731.1,13.7922
731.529,13.6926
731.959,13.7057
732.388,14.7617
732.818,15.4773
733.247,15.9113
733.677,15.9582
734.107,15.6667
734.536,15.6667
734.966,16.0869
735.395,16.5501
735.825,16.9107
736.254,17.2644
736.684,16.5947
737.113,16.142
737.543,16.019
737.973,16.2001
738.402,16.2706
738.832,15.7371
739.261,14.9368
739.691,14.8107
740.12,15.1069
740.55,15.0474
740.979,15.0486
741.409,14.3992
741.839,13.8727
742.268,13.5395
742.698,13.6628
743.127,13.9269
743.557,14.1919
743.986,14.8275
744.416,16.1332
744.845,17.063
745.275,17.3118
745.704,17.0235
746.134,16.7499
746.564,16.5712
746.993,16.1665
747.423,15.9704
747.852,16.3423
748.282,16.2104
748.711,15.8972
749.141,14.8823
749.57,14.1446
750,13.75
